[EXITO] Bandera: Paquete llegó a destino. Paquete: 221484601, Destino: OYSN, Tiempo restante: 213 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055703, Destino: SBBR, Tiempo restante: 44 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055704, Destino: SBBR, Tiempo restante: 1484 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010301, Destino: SLLP, Tiempo restante: 465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010302, Destino: SLLP, Tiempo restante: 841 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010303, Destino: SLLP, Tiempo restante: 465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010304, Destino: SLLP, Tiempo restante: 465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010305, Destino: SLLP, Tiempo restante: 465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010306, Destino: SLLP, Tiempo restante: 465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010307, Destino: SLLP, Tiempo restante: 465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010308, Destino: SLLP, Tiempo restante: 957 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010309, Destino: SLLP, Tiempo restante: 465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010310, Destino: SLLP, Tiempo restante: 841 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010401, Destino: SLLP, Tiempo restante: 877 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010402, Destino: SLLP, Tiempo restante: 877 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010403, Destino: SLLP, Tiempo restante: 993 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010404, Destino: SLLP, Tiempo restante: 993 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010405, Destino: SLLP, Tiempo restante: 877 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010406, Destino: SLLP, Tiempo restante: 993 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010407, Destino: SLLP, Tiempo restante: 993 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010408, Destino: SLLP, Tiempo restante: 877 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010409, Destino: SLLP, Tiempo restante: 501 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010410, Destino: SLLP, Tiempo restante: 993 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256054101, Destino: SBBR, Tiempo restante: 40 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256054102, Destino: SBBR, Tiempo restante: 658 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256054103, Destino: SBBR, Tiempo restante: 1174 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256054104, Destino: SBBR, Tiempo restante: 884 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010001, Destino: SLLP, Tiempo restante: 354 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010002, Destino: SLLP, Tiempo restante: 354 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010003, Destino: SLLP, Tiempo restante: 354 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010004, Destino: SLLP, Tiempo restante: 846 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010005, Destino: SLLP, Tiempo restante: 354 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010006, Destino: SLLP, Tiempo restante: 730 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010007, Destino: SLLP, Tiempo restante: 846 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010008, Destino: SLLP, Tiempo restante: 730 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010009, Destino: SLLP, Tiempo restante: 846 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010010, Destino: SLLP, Tiempo restante: 354 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055901, Destino: SBBR, Tiempo restante: 1496 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055902, Destino: SBBR, Tiempo restante: 127 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055903, Destino: SBBR, Tiempo restante: 1052 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055001, Destino: SBBR, Tiempo restante: 11 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055002, Destino: SBBR, Tiempo restante: 936 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055003, Destino: SBBR, Tiempo restante: 1380 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055004, Destino: SBBR, Tiempo restante: 11 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221480701, Destino: OYSN, Tiempo restante: 1497 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055201, Destino: SBBR, Tiempo restante: 958 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055202, Destino: SBBR, Tiempo restante: 629 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055203, Destino: SBBR, Tiempo restante: 1473 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271055204, Destino: SBBR, Tiempo restante: 33 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261498001, Destino: SCEL, Tiempo restante: 357 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221480401, Destino: OYSN, Tiempo restante: 51 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99784001, Destino: LKPR, Tiempo restante: 356 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261495201, Destino: SCEL, Tiempo restante: 974 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99784201, Destino: LKPR, Tiempo restante: 1006 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221480001, Destino: OYSN, Tiempo restante: 29 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010901, Destino: SLLP, Tiempo restante: 159 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010902, Destino: SLLP, Tiempo restante: 1076 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010903, Destino: SLLP, Tiempo restante: 1076 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010904, Destino: SLLP, Tiempo restante: 1076 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010905, Destino: SLLP, Tiempo restante: 159 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010906, Destino: SLLP, Tiempo restante: 700 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010907, Destino: SLLP, Tiempo restante: 1076 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010908, Destino: SLLP, Tiempo restante: 159 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010909, Destino: SLLP, Tiempo restante: 1192 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010910, Destino: SLLP, Tiempo restante: 700 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057901, Destino: SBBR, Tiempo restante: 230 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261495801, Destino: SCEL, Tiempo restante: 289 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010501, Destino: SLLP, Tiempo restante: 539 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010502, Destino: SLLP, Tiempo restante: 539 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010503, Destino: SLLP, Tiempo restante: 1031 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010504, Destino: SLLP, Tiempo restante: 915 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010505, Destino: SLLP, Tiempo restante: 539 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010506, Destino: SLLP, Tiempo restante: 915 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010507, Destino: SLLP, Tiempo restante: 1031 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010508, Destino: SLLP, Tiempo restante: 915 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010509, Destino: SLLP, Tiempo restante: 915 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010510, Destino: SLLP, Tiempo restante: 915 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057701, Destino: SBBR, Tiempo restante: 206 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057702, Destino: SBBR, Tiempo restante: 512 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057703, Destino: SBBR, Tiempo restante: 512 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010801, Destino: SLLP, Tiempo restante: 1146 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010802, Destino: SLLP, Tiempo restante: 1030 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010803, Destino: SLLP, Tiempo restante: 1146 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010804, Destino: SLLP, Tiempo restante: 1030 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010805, Destino: SLLP, Tiempo restante: 1146 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010806, Destino: SLLP, Tiempo restante: 1146 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010807, Destino: SLLP, Tiempo restante: 1030 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 324010808, Destino esperado: SLLP, Último destino: SGAS, Tiempo restante: 711 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010808, Destino: SLLP, Tiempo restante: 285 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010809, Destino: SLLP, Tiempo restante: 654 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324010810, Destino: SLLP, Tiempo restante: 654 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056901, Destino: SBBR, Tiempo restante: 852 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056902, Destino: SBBR, Tiempo restante: 256 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056903, Destino: SBBR, Tiempo restante: 256 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057201, Destino: SBBR, Tiempo restante: 1286 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057202, Destino: SBBR, Tiempo restante: 136 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057203, Destino: SBBR, Tiempo restante: 1576 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057301, Destino: SBBR, Tiempo restante: 147 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057302, Destino: SBBR, Tiempo restante: 1587 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256057303, Destino: SBBR, Tiempo restante: 1071 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056701, Destino: SBBR, Tiempo restante: 1673 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056702, Destino: SBBR, Tiempo restante: 162 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056703, Destino: SBBR, Tiempo restante: 829 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056601, Destino: SBBR, Tiempo restante: 1653 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056602, Destino: SBBR, Tiempo restante: 142 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056603, Destino: SBBR, Tiempo restante: 809 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 90780901, Destino: LKPR, Tiempo restante: 694 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011101, Destino: SLLP, Tiempo restante: 1145 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 324011102, Destino esperado: SLLP, Último destino: LKPR, Tiempo restante: 329 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 324011102, Destino esperado: SLLP, Último destino: EHAM, Tiempo restante: 114 min
[DETENIDO] Bandera: Sin vuelos disponibles o sin tiempo suficiente. Paquete: 324011102, Origen: SPIM, Destino: SLLP, Tiempo restante: 114 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011103, Destino: SLLP, Tiempo restante: 228 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011104, Destino: SLLP, Tiempo restante: 769 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011105, Destino: SLLP, Tiempo restante: 769 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011106, Destino: SLLP, Tiempo restante: 1145 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011107, Destino: SLLP, Tiempo restante: 1145 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011108, Destino: SLLP, Tiempo restante: 228 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011109, Destino: SLLP, Tiempo restante: 769 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324011110, Destino: SLLP, Tiempo restante: 1145 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99783301, Destino: LKPR, Tiempo restante: 102 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99783701, Destino: LKPR, Tiempo restante: 289 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056401, Destino: SBBR, Tiempo restante: 187 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056402, Destino: SBBR, Tiempo restante: 783 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271056403, Destino: SBBR, Tiempo restante: 1556 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 90780401, Destino: LKPR, Tiempo restante: 1424 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99783801, Destino: LKPR, Tiempo restante: 353 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261496101, Destino: SCEL, Tiempo restante: 302 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99785101, Destino: LKPR, Tiempo restante: 990 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261496601, Destino: SCEL, Tiempo restante: 1015 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99785201, Destino: LKPR, Tiempo restante: 120 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580401, Destino: OJAI, Tiempo restante: 1513 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580402, Destino: OJAI, Tiempo restante: 887 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580403, Destino: OJAI, Tiempo restante: 1241 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056801, Destino: SBBR, Tiempo restante: 1007 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056802, Destino: SBBR, Tiempo restante: 1007 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056803, Destino: SBBR, Tiempo restante: 1523 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580301, Destino: OJAI, Tiempo restante: 1504 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580302, Destino: OJAI, Tiempo restante: 648 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580303, Destino: OJAI, Tiempo restante: 2088 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580101, Destino: OJAI, Tiempo restante: 1478 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580102, Destino: OJAI, Tiempo restante: 2292 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580103, Destino: OJAI, Tiempo restante: 852 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161580001, Destino: OJAI, Tiempo restante: 1949 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056501, Destino: SBBR, Tiempo restante: 1793 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056502, Destino: SBBR, Tiempo restante: 1487 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056503, Destino: SBBR, Tiempo restante: 353 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056201, Destino: SBBR, Tiempo restante: 1386 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056202, Destino: SBBR, Tiempo restante: 1386 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256056203, Destino: SBBR, Tiempo restante: 1386 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057101, Destino: SBBR, Tiempo restante: 279 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057102, Destino: SBBR, Tiempo restante: 1204 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057103, Destino: SBBR, Tiempo restante: 279 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99784601, Destino: LKPR, Tiempo restante: 156 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99784801, Destino: LKPR, Tiempo restante: 385 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057601, Destino: SBBR, Tiempo restante: 1714 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057602, Destino: SBBR, Tiempo restante: 274 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057603, Destino: SBBR, Tiempo restante: 274 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057401, Destino: SBBR, Tiempo restante: 323 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057402, Destino: SBBR, Tiempo restante: 1248 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271057403, Destino: SBBR, Tiempo restante: 1692 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99786001, Destino: LKPR, Tiempo restante: 441 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 99786201, Destino: LKPR, Tiempo restante: 1088 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271059001, Destino: SBBR, Tiempo restante: 574 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271059002, Destino: SBBR, Tiempo restante: 1170 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581701, Destino: OJAI, Tiempo restante: 830 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581702, Destino: OJAI, Tiempo restante: 2500 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581703, Destino: OJAI, Tiempo restante: 1060 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581501, Destino: OJAI, Tiempo restante: 1658 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581502, Destino: OJAI, Tiempo restante: 802 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581503, Destino: OJAI, Tiempo restante: 1658 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261493501, Destino: SCEL, Tiempo restante: 226 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261493401, Destino: SCEL, Tiempo restante: 921 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581201, Destino: OJAI, Tiempo restante: 1353 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581202, Destino: OJAI, Tiempo restante: 1353 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581203, Destino: OJAI, Tiempo restante: 1625 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 261493701, Destino: SCEL, Tiempo restante: 922 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161581101, Destino: OJAI, Tiempo restante: 2192 min
